timestamp,day,time,download_mbps,upload_mbps,packet_loss,isp,server_host,server_location,result_url
2023-04-11T12:37:27.000Z,Tuesday,8:37:27,211.58,124.80,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/5fdb6448-c137-430d-808c-c8cf4498de4c
2023-04-11T12:42:30.000Z,Tuesday,8:42:30,235.53,199.70,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/0860914a-5774-470e-9f09-6138be4f93dd
2023-04-11T12:47:31.000Z,Tuesday,8:47:31,177.18,46.06,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/45683f18-6ea2-4cce-bdf1-a29fc852ad62
2023-04-11T12:52:32.000Z,Tuesday,8:52:32,105.75,34.20,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/b69a4225-65c7-4361-a4f2-ad0255c10267
2023-04-11T12:57:26.000Z,Tuesday,8:57:26,203.07,189.28,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/787b8707-cc7b-4af2-b7b0-2c7e03685207
2023-04-11T13:02:22.000Z,Tuesday,9:2:22,200.64,174.12,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/6f5b779f-dcfb-4205-b069-2a2faa4bd4b7
2023-04-11T13:07:28.000Z,Tuesday,9:7:28,205.59,186.16,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/6be35797-f752-4a13-a70e-de2036e93942
2023-04-11T13:12:27.000Z,Tuesday,9:12:27,208.72,79.89,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/a094b026-2526-4202-a3ca-d7ab3db9a8cf
2023-04-11T13:17:26.000Z,Tuesday,9:17:26,196.05,210.46,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/b08e1dea-4513-4caf-b694-39c30597a4cf
2023-04-11T13:22:26.000Z,Tuesday,9:22:26,145.76,143.36,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/39433f8a-771b-4c94-9bd1-0cf25f3b3b2c
2023-04-11T13:27:31.000Z,Tuesday,9:27:31,182.45,159.72,0,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/99e57579-a9ff-494a-8f8e-8b97e8d9b2ab
2023-04-11T13:32:29.000Z,Tuesday,9:32:29,193.47,156.75,0,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/553e1c4c-689d-4783-b33f-79bc0038e2cd
2023-04-11T13:37:27.000Z,Tuesday,9:37:27,291.93,207.85,0,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/379f8ee1-da1f-427e-9ac2-ad191255c6d5
2023-04-11T13:42:25.000Z,Tuesday,9:42:25,278.01,173.82,0,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/774fb386-088f-4b77-ab4c-67e8519786f1
2023-04-11T13:47:29.000Z,Tuesday,9:47:29,282.02,118.22,0.6802721088435374,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/dfc15051-1d31-4c22-bb99-512d60f750fd
2023-04-11T13:52:28.000Z,Tuesday,9:52:28,179.67,47.30,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/318c6cde-73ef-4071-9811-4323bac9abc6
2023-04-11T13:57:34.000Z,Tuesday,9:57:34,117.21,20.02,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/013fa15e-92f0-4200-b68e-c85fbaf30f72
2023-04-11T14:02:27.000Z,Tuesday,10:2:27,195.10,168.82,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/342c7ac3-fb45-41ea-ab1c-4971a71ae02f
2023-04-11T14:07:34.000Z,Tuesday,10:7:34,104.32,24.03,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/fff751d6-7f26-4507-98e8-cd5bf6992a37
2023-04-11T14:12:26.000Z,Tuesday,10:12:26,198.55,194.23,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/b746dca0-9771-4af4-a074-702fbb52b43a
2023-04-11T14:17:28.000Z,Tuesday,10:17:28,205.67,62.97,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/377b4c73-511f-411f-a818-4a6e68e03a34
2023-04-11T14:22:34.000Z,Tuesday,10:22:34,95.02,16.60,0,Verizon Fios,speedtest1.nyc1.nitelusa.net,New York NY,https://www.speedtest.net/result/c/17da79cd-c38f-4ba7-881b-704d060c10d4
2023-04-11T14:27:33.000Z,Tuesday,10:27:33,104.09,8.05,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/e3c1672e-53d1-4d0b-880d-0617cda354b4
2023-04-11T14:32:29.000Z,Tuesday,10:32:29,90.64,23.22,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/e73cfcb3-fb63-4c21-81cc-f744f43d52d4
2023-04-11T14:37:22.000Z,Tuesday,10:37:22,163.44,114.77,0,Verizon Fios,speedtest1.nyc1.nitelusa.net,New York NY,https://www.speedtest.net/result/c/478a09ba-35c8-4876-a94f-bd229e7dedf1
2023-04-11T14:42:28.000Z,Tuesday,10:42:28,184.91,70.76,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/5e03d63c-4e94-4c13-ae87-61796ab0a42e
2023-04-11T14:47:24.000Z,Tuesday,10:47:24,278.27,121.37,3.9473684210526314,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/ee9d6175-1ef2-428b-b608-f903ffa14d00
2023-04-11T14:52:29.000Z,Tuesday,10:52:29,179.38,61.70,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/5fb63f06-0489-48a1-9604-40cde6c3858b
2023-04-11T14:57:28.000Z,Tuesday,10:57:28,174.40,100.62,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/4bb38084-97cd-4924-81d8-7bb29fbd3101
2023-04-11T15:02:23.000Z,Tuesday,11:2:23,178.42,133.67,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/ca627f22-8bf6-47b3-a503-9304415a3a47
2023-04-11T15:07:26.000Z,Tuesday,11:7:26,187.19,72.21,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/25061e9f-8f42-4688-b717-db7245571e77
2023-04-11T15:12:22.000Z,Tuesday,11:12:22,160.80,122.35,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/55221286-bd38-40f0-9d96-d544753de176
2023-04-11T15:17:22.000Z,Tuesday,11:17:22,186.39,116.35,0,Verizon Fios,speedtest1.nyc1.nitelusa.net,New York NY,https://www.speedtest.net/result/c/ed9f13b5-7800-4494-b4f4-451b46ca8fdc
2023-04-11T15:22:28.000Z,Tuesday,11:22:28,190.47,122.62,0,Verizon Fios,speedtest1.nyc1.nitelusa.net,New York NY,https://www.speedtest.net/result/c/92293809-9f0d-4982-84f0-f05e24a98431
2023-04-11T15:27:29.000Z,Tuesday,11:27:29,209.10,125.64,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/c62cf962-119d-4cff-9708-09f8793644fc
2023-04-11T15:32:25.000Z,Tuesday,11:32:25,147.57,73.94,0,Verizon Fios,speedtest1.nyc1.nitelusa.net,New York NY,https://www.speedtest.net/result/c/15f0c55d-78d8-4a05-a4d5-55545a8b7ca3
2023-04-11T15:37:29.000Z,Tuesday,11:37:29,130.01,93.83,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/49804500-cdde-4e1e-8447-88b8ab1c1dc5
2023-04-11T15:42:25.000Z,Tuesday,11:42:25,181.83,127.44,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/e7db16c1-219d-4c6a-b135-d2175adfa0df
2023-04-11T15:47:20.000Z,Tuesday,11:47:20,282.90,119.42,2.684563758389262,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/3f732757-d02a-4545-b40f-f2e1a9fab33f
2023-04-11T15:52:21.000Z,Tuesday,11:52:21,190.07,114.24,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/eea35476-4fec-4913-8611-5bcc494f04a5
2023-04-11T15:57:25.000Z,Tuesday,11:57:25,181.25,124.83,0,Verizon Fios,speedtest1.nyc1.nitelusa.net,New York NY,https://www.speedtest.net/result/c/9ebafa63-e40c-4c6e-9f43-4be3709b41a7
2023-04-11T16:02:27.000Z,Tuesday,12:2:27,274.18,105.19,2.0547945205479454,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/fbd0502d-25a1-4729-ac94-3eb3bb52fa45
2023-04-11T16:07:26.000Z,Tuesday,12:7:26,200.20,105.02,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/76eff7e9-df47-441a-9613-360da29465d0
2023-04-11T16:12:28.000Z,Tuesday,12:12:28,246.24,189.28,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/d633ef91-d5f3-49c1-bcd9-1690b4c958a9
2023-04-11T16:17:28.000Z,Tuesday,12:17:28,281.79,179.54,1.5384615384615385,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/cb09bd21-d8ba-480f-b622-6582970aa461
2023-04-11T16:22:24.000Z,Tuesday,12:22:24,182.57,181.07,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/e5942d5d-6398-4474-82f2-8be633d7a35d
2023-04-11T16:27:21.000Z,Tuesday,12:27:21,185.18,147.54,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/213cf927-2d06-47c1-b7b1-813669707a52
2023-04-11T16:32:29.000Z,Tuesday,12:32:29,188.68,101.96,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/41057706-2583-4424-898c-c8cdc071643b
2023-04-11T16:37:20.000Z,Tuesday,12:37:20,262.89,156.17,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/019a4259-ad95-4643-b8f3-46a905da2820
2023-04-11T16:42:20.000Z,Tuesday,12:42:20,174.66,185.91,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/55187b9b-b9bb-4ab1-af4a-98b98f3366fa
2023-04-11T16:47:33.000Z,Tuesday,12:47:33,178.95,170.10,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/b9f6010d-c8d2-46c9-b8d0-ce6c8ad6bb5e
2023-04-11T16:52:27.000Z,Tuesday,12:52:27,158.73,144.28,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/746dd394-a475-4b8b-905b-088e1fa4d371
2023-04-11T16:57:30.000Z,Tuesday,12:57:30,223.82,53.07,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/cd9e516e-a634-435e-8fed-4d79f44e6d1c
2023-04-11T17:02:24.000Z,Tuesday,13:2:24,175.60,108.48,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/1b27a58d-4fa9-42b5-8b67-621817290ead
2023-04-11T17:07:20.000Z,Tuesday,13:7:20,123.44,121.61,0,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/4e43bcd7-1e43-4282-ba83-5738d85de4f5
2023-04-11T17:12:33.000Z,Tuesday,13:12:33,189.03,116.56,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/26aaf253-8bf3-4452-a035-59cd37156791
2023-04-11T17:17:28.000Z,Tuesday,13:17:28,172.20,117.97,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/366a43f7-f143-4c32-87c5-781cf5963757
2023-04-11T17:22:26.000Z,Tuesday,13:22:26,168.24,125.38,0,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/1e6f6546-d2a4-4750-b3fb-cc3833793df6
2023-04-11T17:27:26.000Z,Tuesday,13:27:26,219.84,116.73,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/429ff606-b650-467e-bec1-a55fe2f3f63c
2023-04-11T17:32:23.000Z,Tuesday,13:32:23,176.17,117.11,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/8236801b-d5a8-418e-93a5-a47e7e7641c8
2023-04-11T17:37:32.000Z,Tuesday,13:37:32,245.93,196.77,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/865868db-68c5-49ae-adab-08121d3c35ef
2023-04-11T17:42:35.000Z,Tuesday,13:42:35,188.34,200.92,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/ea87c6aa-4fcc-4886-a1a8-43d987ccfb19
2023-04-11T17:47:28.000Z,Tuesday,13:47:28,207.43,69.32,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/38d45e99-3925-4850-b267-066db9925e57
2023-04-11T17:52:34.000Z,Tuesday,13:52:34,102.52,23.61,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/5edb4dcd-b025-4e22-abfa-c96dddb69ae8
2023-04-11T17:57:28.000Z,Tuesday,13:57:28,205.42,175.05,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/42c1de7b-6fc9-45e1-ae5d-0fc7a64c478a
2023-04-11T18:02:34.000Z,Tuesday,14:2:34,91.31,73.84,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/cca14c17-0bf0-4b5a-9308-68c5971c7576
2023-04-11T18:07:25.000Z,Tuesday,14:7:25,184.56,109.51,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/d548752f-a8f8-4156-87bd-9277ef59128e
2023-04-11T18:12:18.000Z,Tuesday,14:12:18,227.93,130.27,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/c418de7e-6406-4c34-8223-8c918a51e447
2023-04-11T18:17:21.000Z,Tuesday,14:17:21,172.55,130.86,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/4ab16ee3-bb17-4e0f-91bd-8d7023fee3b5
2023-04-11T18:22:21.000Z,Tuesday,14:22:21,181.51,122.72,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/cbbe8925-c815-46cf-b71b-25b54a0a79b3
2023-04-11T18:27:35.000Z,Tuesday,14:27:35,154.20,110.89,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/521fff5b-cbbe-408e-aa54-c439064ce468
2023-04-11T18:32:26.000Z,Tuesday,14:32:26,156.21,119.10,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/eb2aba94-483f-495f-98c5-9b870125c315
2023-04-11T18:37:29.000Z,Tuesday,14:37:29,182.83,110.88,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/2251b7f1-299f-4a69-8941-6aede98bd50c
2023-04-11T18:42:25.000Z,Tuesday,14:42:25,189.80,112.22,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/cb4b1fde-c388-4235-8fbd-524fdb65e4e1
2023-04-11T18:47:30.000Z,Tuesday,14:47:30,194.85,205.09,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/ab283c48-00b5-4b1a-b81e-00faa4ef3c67
2023-04-11T18:52:28.000Z,Tuesday,14:52:28,230.04,195.25,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/dd6ffb76-9e1a-43a7-abc9-36a109275a3d
2023-04-11T18:57:37.000Z,Tuesday,14:57:37,221.79,66.35,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/befcd674-c620-43e9-a650-62fe6a8249c7
2023-04-11T19:02:29.000Z,Tuesday,15:2:29,283.74,193.74,0.5988023952095808,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/3ecc29e0-c4e9-4cc0-baa0-7c0c5d27ea8d
2023-04-11T19:07:25.000Z,Tuesday,15:7:25,129.64,190.12,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/d8dd91bb-7ba2-4562-a826-3962ff97c7ca
2023-04-11T19:12:25.000Z,Tuesday,15:12:25,197.79,172.85,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/30b3b423-3f7a-4b7d-a1f1-34563b40dfc2
2023-04-11T19:17:30.000Z,Tuesday,15:17:30,285.50,202.05,0.591715976331361,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/6ac10190-e61b-4843-9878-6c44d7f1e7e5
2023-04-11T19:22:30.000Z,Tuesday,15:22:30,198.07,179.91,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/ecb21652-ac91-4bfc-aaef-3ccd4f511091
2023-04-11T19:27:30.000Z,Tuesday,15:27:30,126.64,202.04,0,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/60ea58cd-8b81-467c-96ca-61582f08a158
2023-04-11T19:32:35.000Z,Tuesday,15:32:35,280.82,187.89,0.819672131147541,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/0a3fb339-bb24-4bea-8825-7ddaf39d9dc5
2023-04-11T19:37:23.000Z,Tuesday,15:37:23,216.02,97.92,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/833ceb75-0046-4e3d-aa86-1fb130fe3945
2023-04-11T19:42:35.000Z,Tuesday,15:42:35,166.30,112.60,0,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/58ee5a9c-97d8-4d7f-a1e1-a774aebbcc95
2023-04-11T19:47:31.000Z,Tuesday,15:47:31,194.31,22.53,0,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/93412c60-a2a8-4949-8f4d-6d534cf01985
2023-04-11T19:52:26.000Z,Tuesday,15:52:26,169.49,128.26,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/48965e93-a1bd-428b-b799-9f4b336b9086
2023-04-11T19:57:28.000Z,Tuesday,15:57:28,158.06,114.30,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/af636bc6-98cc-4eba-a511-43ed83618c47
2023-04-11T20:02:25.000Z,Tuesday,16:2:25,77.31,20.12,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/13ce7bd8-7410-40bb-9291-659a744df720
2023-04-11T20:07:37.000Z,Tuesday,16:7:37,68.98,24.73,1.1278195488721805,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/9ed56ca6-4e0a-410b-a455-0725b94d47b5
2023-04-11T20:12:29.000Z,Tuesday,16:12:29,239.34,22.96,3.910614525139665,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/d5eb09b1-9a05-4d04-a1d1-faf3081b23c7
2023-04-11T20:17:24.000Z,Tuesday,16:17:24,172.33,117.44,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/5c7b3728-1b53-4d03-8c38-5b93b5f0162c
2023-04-11T20:22:24.000Z,Tuesday,16:22:24,71.89,16.82,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/320aa16f-6246-43f2-8363-aa01c9df3c81
2023-04-11T20:27:36.000Z,Tuesday,16:27:36,30.97,20.19,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/7606ed78-abb2-4513-83a7-5075fecf0637
2023-04-11T20:32:33.000Z,Tuesday,16:32:33,73.84,21.31,1.3157894736842106,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/6d263ffc-b903-435f-864b-00de39dc0350
2023-04-11T20:37:27.000Z,Tuesday,16:37:27,229.79,164.75,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/c197853c-7f29-4052-b19b-5c8fe15516aa
2023-04-11T20:42:19.000Z,Tuesday,16:42:19,166.56,171.26,0,Verizon Fios,speedgauge2.optonline.net,New York NY,https://www.speedtest.net/result/c/f033a63b-8c90-4259-907e-64d872329c9d
2023-04-11T20:47:25.000Z,Tuesday,16:47:25,176.54,161.59,0.8547008547008547,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/4b4e86ed-7371-4219-9e2a-c0e4671f6ac0
2023-04-11T20:52:25.000Z,Tuesday,16:52:25,89.87,18.84,0,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/c0f10967-bcbc-4c14-9247-55da5eab8b02
2023-04-11T20:57:32.000Z,Tuesday,16:57:32,186.29,124.06,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/845d3951-ecbf-41a0-a990-e1eb4522197c
2023-04-11T21:02:30.000Z,Tuesday,17:2:30,166.09,153.00,0.6060606060606061,Verizon Fios,speedtest1.nyc1.nitelusa.net,New York NY,https://www.speedtest.net/result/c/6bcf51f8-58b9-413f-9323-ddc11194ed94
2023-04-11T21:07:34.000Z,Tuesday,17:7:34,103.17,23.58,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/3b127dde-13c5-4036-ae2e-b87ca1abab64
2023-04-11T21:12:38.000Z,Tuesday,17:12:38,78.71,27.17,0.37453183520599254,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/53ea9347-8ce5-4c83-b910-b5a869edfd49
2023-04-11T21:17:23.000Z,Tuesday,17:17:23,269.80,85.06,2.158273381294964,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/c7f6b8f6-f8f5-454e-a974-f4266efa668f
2023-04-11T21:22:30.000Z,Tuesday,17:22:30,54.16,25.56,0,Verizon Fios,speedtest.pilotfiber.com,New York NY,https://www.speedtest.net/result/c/976ed320-68ac-4c51-86d5-6a6df36438fa
2023-04-11T21:27:34.000Z,Tuesday,17:27:34,75.86,29.17,1.7699115044247788,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/7579363f-24b3-4ca9-9bcd-a8448863d254
2023-04-11T21:32:21.000Z,Tuesday,17:32:21,186.35,174.19,0,Verizon Fios,nyc1-speedtest.webnx.com,New York NY,https://www.speedtest.net/result/c/c7a4e658-8869-4ec9-a0b9-b44b85e9377b
2023-04-11T21:37:26.000Z,Tuesday,17:37:26,154.64,172.10,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/32d421ab-df52-4bb4-b418-a096bdf517e6
2023-04-11T21:42:37.000Z,Tuesday,17:42:37,45.71,18.22,2.2641509433962264,Verizon Fios,speedtestnyc.telebermuda.com,New York NY,https://www.speedtest.net/result/c/d52cc255-9f33-471d-9d5f-91fc74368167
2023-04-11T21:47:36.000Z,Tuesday,17:47:36,71.80,127.58,,Verizon Fios,speedtestus.pvdatanet.com,New York NY,https://www.speedtest.net/result/c/eb08ad00-8c2f-4415-a5b7-7614151ff16c
2023-04-11T21:52:36.000Z,Tuesday,17:52:36,155.99,89.42,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/d9c49cfe-8fdf-4e35-b75f-6cfafc58a264
2023-04-11T21:57:28.000Z,Tuesday,17:57:28,272.74,140.77,2.1739130434782608,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/2b25170d-ebb5-445d-8fb6-00b32372365b
2023-04-11T22:02:22.000Z,Tuesday,18:2:22,141.16,116.46,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/2e54b00a-8e3b-4591-9245-0ff06c6a990d
2023-04-11T22:07:36.000Z,Tuesday,18:7:36,269.40,107.77,0.7299270072992701,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/8773a70c-8de3-4f3e-b1ec-eed4fdb55088
2023-04-11T22:12:24.000Z,Tuesday,18:12:24,172.50,136.24,0,Verizon Fios,speedtest.nyc.rr.com,New York NY,https://www.speedtest.net/result/c/77f56d31-b002-47af-9966-5c7770d49395
2023-04-11T22:17:26.000Z,Tuesday,18:17:26,281.15,143.67,1.7543859649122806,Verizon Fios,ny2.speedtest.gslnetworks.com,New York NY,https://www.speedtest.net/result/c/10ad33ef-ce47-491f-9b7c-81bb6f0cfe63
2023-04-11T22:22:35.000Z,Tuesday,18:22:35,127.38,140.60,0,Verizon Fios,speedtest.surfshark.com,New York NY,https://www.speedtest.net/result/c/fce6da29-96ae-4ab2-a533-152eeb0bb999
